fetched from: https://autoconfig.thunderbird.net/v1.1/, enriched, updated at: 2022-10-11
domain;smtp_host:smtp_port,smtp_host:smtp_port,smtp_host:smtp_port;smtp_login_template
ungdom.dk;mail.telenor.dk:587;%EMAILADDRESS%
vp.tiki.ne.jp;vs.tiki.ne.jp:587;%EMAILADDRESS%
virginmedia.com;smtp.virginmedia.com:465;%EMAILADDRESS%
umail.plala.or.jp;umail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
vp.pl;smtp.poczta.onet.pl:465;%EMAILADDRESS%
wanadoo.fr;smtp.orange.fr:465;%EMAILADDRESS%
versanet.de;smtp.versatel.de:25,maildo.versatel.de:465;%EMAILADDRESS%
umpire.com;smtp.mail.com:465;%EMAILADDRESS%
vm.aikis.or.jp;mail.aikis.or.jp:587;%EMAILLOCALPART%
uol.com.br;smtps.uol.com.br:587;%EMAILLOCALPART%
wans.net;outbound.att.net:465;%EMAILADDRESS%
waltz.plala.or.jp;waltz.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
web.de;smtp.web.de:587,mail.web.de:587;%EMAILLOCALPART%
webname.com;smtp.mail.com:465;%EMAILADDRESS%
uymail.com;smtp.mail.com:465;%EMAILADDRESS%
vmail.plala.or.jp;vmail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
violet.plala.or.jp;violet.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
wallet.com;smtp.mail.com:465;%EMAILADDRESS%
vittig.dk;mail.telenor.dk:587;%EMAILADDRESS%
tlen.pl;poczta.o2.pl:465;%EMAILLOCALPART%
virgin.net;smtp.virgin.net:465;%EMAILADDRESS%
wine.plala.or.jp;wine.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
witty.com;smtp.mail.com:465;%EMAILADDRESS%
windowslive.com;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
webhuset.no;smtp.webhuset.no:465;%EMAILADDRESS%
whoever.com;smtp.mail.com:465;%EMAILADDRESS%
wmconnect.com;smtp.aol.com:465;%EMAILADDRESS%
wave.plala.or.jp;wave.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
weirdness.com;smtp.mail.com:465;%EMAILADDRESS%
websupport.sk;smtp.websupport.sk:465;%EMAILADDRESS%
worldonline.dk;mail.telenor.dk:587;%EMAILADDRESS%
worker.com;smtp.mail.com:465;%EMAILADDRESS%
traceroute.dk;mail.telenor.dk:587;%EMAILADDRESS%
tokyo.com;smtp.mail.com:465;%EMAILADDRESS%
worldmail.cz;smtp.mail.tiscali.cz:25;%EMAILADDRESS%
xmail.plala.or.jp;xmail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
writeme.com;smtp.mail.com:465;%EMAILADDRESS%
ya.ru;smtp.yandex.com:465;%EMAILADDRESS%
xs4all.nl;smtps.xs4all.nl:465;%EMAILLOCALPART%
who.net;smtp.mail.com:465;%EMAILADDRESS%
xpost.plala.or.jp;xpost.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
winning.com;smtp.mail.com:465;%EMAILADDRESS%
yahoo.co.nz;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
wol.dk;mail.telenor.dk:587;%EMAILADDRESS%
yahoo.co.jp;smtp.mail.yahoo.co.jp:465,ymobsmtpgate501.mail.vip.kks.ynwp.yahoo.co.jp:465,ymobsmtpgate501.mail.kks.ynwp.yahoo.co.jp:587;%EMAILLOCALPART%
yahoo.com;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
wmail.plala.or.jp;wmail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
wp.pl;smtp.wp.pl:465,foto.wp.pl:465,mail.hosting.wp.pl:465,poczta-2.wp.pl:465,ubezpieczeniapodrozne.wp.pl:465,ubezpieczeniapodrozne.wp.pl:587,ewychowawca.wp.pl:465;%EMAILLOCALPART%
worldonline.cz;smtp.mail.tiscali.cz:25;%EMAILADDRESS%
yahoo.com.au;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
workmail.com;smtp.mail.com:465;%EMAILADDRESS%
xtra.co.nz;send.xtra.co.nz:465;%EMAILLOCALPART%
vip.cybercity.dk;mail.telenor.dk:587;%EMAILADDRESS%
wo.cz;smtp.mail.tiscali.cz:25;%EMAILADDRESS%
yahoo.com.br;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
yahoo.de;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
xp.wind.jp;xp.wind.jp:587;%EMAILLOCALPART%
yahoo.es;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
x-il.jp;mbox.iijmio-mail.jp:587;%EMAILLOCALPART%.%EMAILDOMAIN%
yahoo.it;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
yahoo.co.uk;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
yahoo.com.mx;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
yandex.kz;smtp.yandex.com:465;%EMAILADDRESS%
yahoo.fr;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
yandex.by;smtp.yandex.com:465;%EMAILADDRESS%
yandex.ru;smtp.yandex.com:465;%EMAILADDRESS%
white.plala.or.jp;white.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
yandex.net;smtp.yandex.com:465;%EMAILADDRESS%
zeelandnet.nl;mail.zeelandnet.nl:465,se-slave02.zeelandnet.nl:465,host-rxbadb.gry1.zeelandnet.nl:587,spamfilter.zeelandnet.nl:465,host-psmmyvj.static.zeelandnet.nl:465,se-slave05.zeelandnet.nl:587;%EMAILLOCALPART%
yahoodns.net;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
yours.com;smtp.mail.com:465;%EMAILADDRESS%
zeggis.nl;smtp.ziggo.nl:587,tracker.data.ziggo.nl:587;%EMAILADDRESS%
ypost.plala.or.jp;ypost.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
zinders.nl;smtp.ziggo.nl:587,tracker.data.ziggo.nl:587;%EMAILADDRESS%
ziggomail.com;smtp.ziggo.nl:587,tracker.data.ziggo.nl:587;%EMAILADDRESS%
yandex.com;smtp.yandex.com:465;%EMAILADDRESS%
ziggo.nl;smtp.ziggo.nl:587,tracker.data.ziggo.nl:587;%EMAILADDRESS%
zpost.plala.or.jp;zpost.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
yahoo.se;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
zohomail.com;smtp.zoho.com:465;%EMAILADDRESS%
ymail.plala.or.jp;ymail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
zoho.com;smtp.zoho.com:465;%EMAILADDRESS%
zeggis.com;smtp.ziggo.nl:587,tracker.data.ziggo.nl:587;%EMAILADDRESS%
yandex.ua;smtp.yandex.com:465;%EMAILADDRESS%
ybb.ne.jp;ybbsmtp.mail.yahoo.co.jp:465,ymobsmtpgate501.mail.vip.kks.ynwp.yahoo.co.jp:465,ymobsmtpgate501.mail.kks.ynwp.yahoo.co.jp:587;%EMAILLOCALPART%
yeah.net;smtp.yeah.net:465,m177-178.yeah.net:465;%EMAILADDRESS%
ymail.com;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
zmail.plala.or.jp;zmail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
yahoo.com.ar;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
yellow.plala.or.jp;yellow.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
